DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
831,19520405,    0,     ,
831,19520406,    0,     ,
831,19520407,   41,     ,
831,19520408,   72,     ,
831,19520409,   32,     ,
831,19520410,    0,     ,
831,19520411,    0,     ,
831,19520412,    0,     ,
831,19520413,    0,     ,
831,19520414,    0,     ,
831,19520415,    0,     ,
831,19520416,    0,     ,
831,19520417,    0,     ,
831,19520418,    0,     ,
831,19520419,    0,     ,
831,19520420,    0,     ,
831,19520421,   10,     ,
831,19520422,    0,     ,
831,19520423,    0,     ,
831,19520424,    0,     ,
831,19520425,    0,     ,
831,19520426,    0,     ,
831,19520427,    0,     ,
831,19520428,    0,     ,
831,19520429,    0,     ,
831,19520430,    0,     ,
831,19520501,    0,     ,
831,19520502,   36,     ,
831,19520503,    0,     ,
831,19520504,   52,     ,
831,19520505,   21,     ,
831,19520506,   27,     ,
831,19520507,   23,     ,
831,19520508,    0,     ,
831,19520509,    0,     ,
831,19520510,    2,     ,
831,19520511,   18,     ,
831,19520512,   16,     ,
831,19520513,   26,     ,
831,19520514,    0,     ,
831,19520515,    0,     ,
831,19520516,    0,     ,
831,19520517,    0,     ,
831,19520518,    0,     ,
831,19520519,    0,     ,
831,19520520,    0,     ,
831,19520521,    0,     ,
831,19520522,    0,     ,
831,19520523,    0,     ,
831,19520524,    0,     ,
831,19520525,    0,     ,
831,19520526,    0,     ,
831,19520527,   10,     ,
831,19520528,   47,     ,
831,19520529,    0,     ,
831,19520530,    0,     ,
831,19520531,    4,     ,
831,19520601,   59,     ,
831,19520602,   15,     ,
831,19520603,    4,     ,
831,19520604,    0,     ,
831,19520605,    0,     ,
831,19520606,    4,     ,
831,19520607,   97,     ,
831,19520608,    0,     ,
831,19520609,    7,     ,
831,19520610,    0,     ,
831,19520611,    0,     ,
831,19520612,    0,     ,
831,19520613,    0,     ,
831,19520614,   32,     ,
831,19520615,  113,     ,
831,19520616,   31,     ,
831,19520617,    0,     ,
831,19520618,    5,     ,
831,19520619,    0,     ,
831,19520620,    0,     ,
831,19520621,    4,     ,
831,19520622,    8,     ,
831,19520623,   52,     ,
831,19520624,    0,     ,
831,19520625,    0,     ,
831,19520626,   11,     ,
831,19520627,    0,     ,
831,19520628,    0,     ,
831,19520629,    0,     ,
831,19520630,    0,     ,
831,19520701,    0,     ,
831,19520702,    0,     ,
831,19520703,   90,     ,
831,19520704,  320,     ,
831,19520705,    0,     ,
831,19520706,    0,     ,
831,19520707,    3,     ,
831,19520708,    0,     ,
831,19520709,   28,     ,
831,19520710,   28,     ,
831,19520711,    0,     ,
831,19520712,    8,     ,
831,19520713,    5,     ,
831,19520714,    0,     ,
831,19520715,    0,     ,
831,19520716,    0,     ,
831,19520717,    0,     ,
831,19520718,    8,     ,
831,19520719,   36,     ,
831,19520720,    0,     ,
831,19520721,    0,     ,
831,19520722,    0,     ,
831,19520723,    0,     ,
831,19520724,    0,     ,
831,19520725,    0,     ,
831,19520726,    0,     ,
831,19520727,    8,     ,
831,19520728,    0,     ,
831,19520729,  108,     ,
831,19520730,   88,     ,
831,19520731,   38,     ,
831,19520801,    4,     ,
831,19520802,   14,     ,
831,19520803,   51,     ,
831,19520804,   10,     ,
831,19520805,    0,     ,
831,19520806,    1,     ,
831,19520807,   38,     ,
831,19520808,   43,     ,
831,19520809,    0,     ,
831,19520810,   97,     ,
831,19520811,   15,     ,
831,19520812,    0,     ,
831,19520813,    0,     ,
831,19520814,   40,     ,
831,19520815,    0,     ,
831,19520816,  268,     ,
831,19520817,   28,     ,
831,19520818,   35,     ,
831,19520819,   92,     ,
831,19520820,   69,     ,
831,19520821,  268,     ,
831,19520822,    2,     ,
831,19520823,    0,     ,
831,19520824,    0,     ,
831,19520825,    0,     ,
831,19520826,    0,     ,
831,19520827,    0,     ,
831,19520828,    0,     ,
831,19520829,    0,     ,
831,19520830,    0,     ,
831,19520831,    0,     ,
831,19520901,    0,     ,
831,19520902,    0,     ,
831,19520903,    2,     ,
831,19520904,   80,     ,
831,19520905,   11,     ,
831,19520906,    2,     ,
831,19520907,    4,     ,
831,19520908,    3,     ,
831,19520909,    1,     ,
831,19520910,    1,     ,
831,19520911,    0,     ,
831,19520912,    0,     ,
831,19520913,    0,     ,
831,19520914,    0,     ,
831,19520915,    0,     ,
831,19520916,    0,     ,
831,19520917,    0,     ,
831,19520918,   31,     ,
831,19520919,   29,     ,
831,19520920,    0,     ,
831,19520921,   24,     ,
831,19520922,  111,     ,
831,19520923,   15,     ,
831,19520924,    2,     ,
831,19520925,   55,     ,
831,19520926,   57,     ,
831,19520927,    0,     ,
831,19520928,   70,     ,
831,19520929,   21,     ,
831,19520930,   12,     ,
831,19521001,   39,     ,
831,19521002,   43,     ,
831,19521003,   24,     ,
831,19521004,    1,     ,
831,19521005,    5,     ,
831,19521006,    0,     ,
831,19521007,   11,     ,
831,19521008,   55,     ,
831,19521009,    0,     ,
831,19521010,   25,     ,
831,19521011,   13,     ,
831,19521012,   16,     ,
831,19521013,    0,     ,
831,19521014,  113,     ,
831,19521015,   11,     ,
831,19521016,  150,     ,
831,19521017,    0,     ,
831,19521018,    0,     ,
831,19521019,    0,     ,
831,19521020,    0,     ,
831,19521021,    2,     ,
831,19521022,    0,     ,
831,19521023,   12,     ,
831,19521024,   21,     ,
831,19521025,    4,     ,
831,19521026,    5,     ,
831,19521027,    3,     ,
831,19521028,    0,     ,
831,19521029,   57,     ,
831,19521030,   78,     ,
831,19521031,   28,     ,
831,19521101,   31,     ,
831,19521102,   44,     ,
831,19521103,  173,     ,
831,19521104,    9,     ,
831,19521105,   12,     ,
831,19521106,    2,     ,
831,19521107,  290,     ,
831,19521108,   91,     ,
831,19521109,    6,     ,
831,19521110,    2,     ,
831,19521111,  232,     ,
831,19521112,   21,     ,
831,19521113,    1,     ,
831,19521114,   16,     ,
831,19521115,    0,     ,
831,19521116,    0,     ,
831,19521117,    0,     ,
831,19521118,    0,     ,
831,19521119,    0,     ,
831,19521120,    2,     ,
831,19521121,    0,     ,
831,19521122,   35,     ,
831,19521123,   12,     ,
831,19521124,   16,     ,
831,19521125,   20,     ,
831,19521126,    0,     ,
831,19521127,   50,     ,
831,19521128,   80,     ,
831,19521129,   26,     ,
831,19521130,   15,     ,
831,19521201,    0,     ,
831,19521202,    0,     ,
831,19521203,   23,     ,
831,19521204,    0,     ,
831,19521205,    2,     ,
831,19521206,    5,     ,
831,19521207,    0,     ,
831,19521208,    0,     ,
831,19521209,    0,     ,
831,19521210,    0,     ,
831,19521211,    3,     ,
831,19521212,    9,     ,
831,19521213,  108,     ,
831,19521214,   50,     ,
831,19521215,    0,     ,
831,19521216,   51,     ,
831,19521217,  107,     ,
831,19521218,   71,     ,
831,19521219,    0,     ,
831,19521220,   45,     ,
831,19521221,  120,     ,
831,19521222,    0,     ,
831,19521223,   66,     ,
831,19521224,    0,     ,
831,19521225,   10,     ,
831,19521226,   95,     ,
831,19521227,   60,     ,
831,19521228,  100,     ,
831,19521229,    0,     ,
831,19521230,    0,     ,
831,19521231,    0,     ,
831,19530101,   71,     ,
831,19530102,    0,     ,
831,19530103,    0,     ,
831,19530104,    0,     ,
831,19530105,    0,     ,
831,19530106,    0,     ,
831,19530107,    0,     ,
831,19530108,    0,     ,
831,19530109,    0,     ,
831,19530110,   18,     ,
831,19530111,    0,     ,
831,19530112,    0,     ,
831,19530113,    0,     ,
831,19530114,    0,     ,
831,19530115,    0,     ,
831,19530116,   33,     ,
831,19530117,    4,     ,
831,19530118,    2,     ,
831,19530119,    0,     ,
831,19530120,    8,     ,
831,19530121,    0,     ,
831,19530122,    0,     ,
831,19530123,    0,     ,
831,19530124,    0,     ,
831,19530125,    4,     ,
831,19530126,    4,     ,
831,19530127,    5,     ,
831,19530128,    1,     ,
831,19530129,    0,     ,
831,19530130,    0,     ,
831,19530131,   25,     ,
831,19530201,  115,     ,
831,19530202,  103,     ,
831,19530203,    3,     ,
831,19530204,    0,     ,
831,19530205,   48,     ,
831,19530206,   52,     ,
831,19530207,    3,     ,
831,19530208,    2,     ,
831,19530209,  135,     ,
831,19530210,   60,     ,
831,19530211,  170,     ,
831,19530212,    7,     ,
831,19530213,   27,     ,
831,19530214,    3,     ,
831,19530215,    0,     ,
831,19530216,    0,     ,
831,19530217,    0,     ,
831,19530218,   29,     ,
831,19530219,    5,     ,
831,19530220,    6,     ,
831,19530221,    0,     ,
831,19530222,    6,     ,
831,19530223,    2,     ,
831,19530224,    0,     ,
831,19530225,    0,     ,
831,19530226,    0,     ,
831,19530227,    0,     ,
831,19530228,    0,     ,
831,19530301,    0,     ,
831,19530302,    0,     ,
831,19530303,    0,     ,
831,19530304,    0,     ,
831,19530305,    3,     ,
831,19530306,    0,     ,
831,19530307,    0,     ,
831,19530308,    2,     ,
831,19530309,    0,     ,
831,19530310,    1,     ,
831,19530311,    0,     ,
831,19530312,   37,     ,
831,19530313,    0,     ,
831,19530314,    0,     ,
831,19530315,    0,     ,
831,19530316,    0,     ,
831,19530317,    0,     ,
831,19530318,    0,     ,
831,19530319,    0,     ,
831,19530320,    0,     ,
831,19530321,    0,     ,
831,19530322,    0,     ,
831,19530323,    0,     ,
831,19530324,    0,     ,
831,19530325,    0,     ,
831,19530326,    0,     ,
831,19530327,    5,     ,
831,19530328,    0,     ,
831,19530329,   29,     ,
831,19530330,    0,     ,
831,19530331,   37,     ,
831,19530401,    4,     ,
831,19530402,    2,     ,
831,19530403,   54,     ,
831,19530404,  142,     ,
831,19530405,   82,     ,
831,19530406,   10,     ,
831,19530407,   54,     ,
831,19530408,    2,     ,
831,19530409,    4,     ,
831,19530410,    0,     ,
831,19530411,    0,     ,
831,19530412,    0,     ,
831,19530413,   24,     ,
831,19530414,   21,     ,
831,19530415,   13,     ,
831,19530416,    3,     ,
831,19530417,    2,     ,
831,19530418,    0,     ,
831,19530419,    0,     ,
831,19530420,    0,     ,
831,19530421,    0,     ,
831,19530422,    0,     ,
831,19530423,    0,     ,
831,19530424,    0,     ,
831,19530425,    0,     ,
831,19530426,    0,     ,
831,19530427,   15,     ,
831,19530428,   45,     ,
831,19530429,   22,     ,
831,19530430,   24,     ,
831,19530501,    0,     ,
831,19530502,    3,     ,
831,19530503,    0,     ,
831,19530504,    0,     ,
831,19530505,    0,     ,
831,19530506,    0,     ,
831,19530507,    8,     ,
831,19530508,    7,     ,
831,19530509,    0,     ,
831,19530510,    8,     ,
831,19530511,    0,     ,
831,19530512,    0,     ,
831,19530513,    0,     ,
831,19530514,    0,     ,
831,19530515,   50,     ,
831,19530516,    2,     ,
831,19530517,    8,     ,
831,19530518,    0,     ,
831,19530519,   10,     ,
831,19530520,    2,     ,
831,19530521,    0,     ,
831,19530522,    0,     ,
831,19530523,    0,     ,
831,19530524,    0,     ,
831,19530525,    0,     ,
831,19530526,    0,     ,
831,19530527,   15,     ,
831,19530528,   30,     ,
831,19530529,    0,     ,
831,19530530,   28,     ,
831,19530531,   92,     ,
831,19530601,   30,     ,
831,19530602,   55,     ,
831,19530603,  141,     ,
831,19530604,   60,     ,
831,19530605,    0,     ,
831,19530606,    0,     ,
831,19530607,    0,     ,
831,19530608,    0,     ,
831,19530609,    0,     ,
831,19530610,    0,     ,
831,19530611,  102,     ,
831,19530612,    0,     ,
831,19530613,    0,     ,
831,19530614,   53,     ,
831,19530615,   24,     ,
831,19530616,    2,     ,
831,19530617,    0,     ,
831,19530618,   65,     ,
831,19530619,   28,     ,
831,19530620,    0,     ,
831,19530621,    0,     ,
831,19530622,    0,     ,
831,19530623,   12,     ,
831,19530624,    2,     ,
831,19530625,  325,     ,
831,19530626,   15,     ,
831,19530627,    5,     ,
831,19530628,   28,     ,
831,19530629,    0,     ,
831,19530630,    0,     ,
831,19530701,    0,     ,
831,19530702,   18,     ,
831,19530703,   47,     ,
831,19530704,    5,     ,
831,19530705,    0,     ,
831,19530706,    0,     ,
831,19530707,    4,     ,
831,19530708,   13,     ,
831,19530709,    0,     ,
831,19530710,    3,     ,
831,19530711,   14,     ,
831,19530712,    0,     ,
831,19530713,   35,     ,
831,19530714,   39,     ,
831,19530715,  118,     ,
831,19530716,  113,     ,
831,19530717,   13,     ,
831,19530718,    6,     ,
831,19530719,   23,     ,
831,19530720,    4,     ,
831,19530721,    1,     ,
831,19530722,    0,     ,
831,19530723,   10,     ,
831,19530724,    5,     ,
831,19530725,    0,     ,
831,19530726,    0,     ,
831,19530727,    0,     ,
831,19530728,  137,     ,
831,19530729,    0,     ,
831,19530730,   12,     ,
831,19530731,    2,     ,
831,19530801,  346,     ,
831,19530802,    0,     ,
831,19530803,   18,     ,
831,19530804,    0,     ,
831,19530805,    0,     ,
831,19530806,   17,     ,
831,19530807,    0,     ,
831,19530808,    0,     ,
831,19530809,    0,     ,
831,19530810,    0,     ,
831,19530811,    0,     ,
831,19530812,    0,     ,
831,19530813,    0,     ,
831,19530814,    0,     ,
831,19530815,    0,     ,
831,19530816,   11,     ,
831,19530817,    0,     ,
831,19530818,    0,     ,
831,19530819,    7,     ,
831,19530820,    0,     ,
831,19530821,   94,     ,
831,19530822,  158,     ,
831,19530823,   39,     ,
831,19530824,   62,     ,
831,19530825,  115,     ,
831,19530826,   11,     ,
831,19530827,   16,     ,
831,19530828,    0,     ,
831,19530829,    0,     ,
831,19530830,   60,     ,
831,19530831,    5,     ,
831,19530901,    0,     ,
831,19530902,    0,     ,
831,19530903,   22,     ,
831,19530904,    0,     ,
831,19530905,    0,     ,
831,19530906,    0,     ,
831,19530907,    0,     ,
831,19530908,    0,     ,
831,19530909,    0,     ,
831,19530910,    3,     ,
831,19530911,   57,     ,
831,19530912,    7,     ,
831,19530913,    0,     ,
831,19530914,    0,     ,
831,19530915,    0,     ,
831,19530916,    0,     ,
831,19530917,   33,     ,
831,19530918,   16,     ,
831,19530919,   40,     ,
831,19530920,    0,     ,
831,19530921,   20,     ,
831,19530922,   24,     ,
831,19530923,   70,     ,
831,19530924,   29,     ,
831,19530925,    0,     ,
831,19530926,    0,     ,
831,19530927,    0,     ,
831,19530928,    0,     ,
831,19530929,    0,     ,
831,19530930,    2,     ,
831,19531001,    0,     ,
831,19531002,    0,     ,
831,19531003,    0,     ,
831,19531004,    0,     ,
831,19531005,    4,     ,
831,19531006,    0,     ,
831,19531007,    9,     ,
831,19531008,    9,     ,
831,19531009,    0,     ,
831,19531010,    0,     ,
831,19531011,    0,     ,
831,19531012,    0,     ,
831,19531013,    0,     ,
831,19531014,    0,     ,
831,19531015,   15,     ,
831,19531016,    0,     ,
831,19531017,    0,     ,
831,19531018,    2,     ,
831,19531019,    0,     ,
831,19531020,    0,     ,
831,19531021,    0,     ,
831,19531022,    0,     ,
831,19531023,    0,     ,
831,19531024,    0,     ,
831,19531025,    6,     ,
831,19531026,    0,     ,
831,19531027,    9,     ,
831,19531028,    0,     ,
831,19531029,    0,     ,
831,19531030,    0,     ,
831,19531031,   10,     ,
831,19531101,    3,     ,
831,19531102,   33,     ,
831,19531103,   31,     ,
831,19531104,    0,     ,
831,19531105,   23,     ,
831,19531106,   13,     ,
831,19531107,    3,     ,
831,19531108,    9,     ,
831,19531109,    1,     ,
831,19531110,    9,     ,
831,19531111,    0,     ,
831,19531112,    0,     ,
831,19531113,    3,     ,
831,19531114,    6,     ,
831,19531115,    0,     ,
831,19531116,    0,     ,
831,19531117,    0,     ,
831,19531118,    0,     ,
831,19531119,    0,     ,
831,19531120,    0,     ,
831,19531121,    0,     ,
831,19531122,    0,     ,
831,19531123,    0,     ,
831,19531124,    0,     ,
831,19531125,    0,     ,
831,19531126,   10,     ,
831,19531127,    0,     ,
831,19531128,    0,     ,
831,19531129,    0,     ,
831,19531130,    0,     ,
831,19531201,    6,     ,
831,19531202,    0,     ,
831,19531203,    5,     ,
831,19531204,    0,     ,
831,19531205,    0,     ,
831,19531206,    0,     ,
831,19531207,    0,     ,
831,19531208,    0,     ,
831,19531209,    0,     ,
831,19531210,  105,     ,
831,19531211,    0,     ,
831,19531212,    0,     ,
831,19531213,    0,     ,
831,19531214,    0,     ,
831,19531215,    4,     ,
831,19531216,   10,     ,
831,19531217,    0,     ,
831,19531218,    0,     ,
831,19531219,    0,     ,
831,19531220,  129,     ,
831,19531221,    0,     ,
831,19531222,    0,     ,
831,19531223,   20,     ,
831,19531224,    2,     ,
831,19531225,    9,     ,
831,19531226,   33,     ,
831,19531227,   73,     ,
831,19531228,   16,     ,
831,19531229,   91,     ,
831,19531230,    0,     ,
831,19531231,    0,     ,
831,19540101,    0,     ,
831,19540102,    0,     ,
831,19540103,   30,     ,
831,19540104,   11,     ,
831,19540105,    0,     ,
831,19540106,    0,     ,
831,19540107,    0,     ,
831,19540108,    0,     ,
831,19540109,    0,     ,
831,19540110,   59,     ,
831,19540111,   25,     ,
831,19540112,   30,     ,
831,19540113,    0,     ,
831,19540114,  127,     ,
831,19540115,   35,     ,
831,19540116,    0,     ,
831,19540117,    0,     ,
831,19540118,    0,     ,
831,19540119,    0,     ,
831,19540120,   23,     ,
831,19540121,  248,     ,
831,19540122,    0,     ,
831,19540123,    0,     ,
831,19540124,    0,     ,
831,19540125,    0,     ,
831,19540126,    0,     ,
831,19540127,    0,     ,
831,19540128,    0,     ,
831,19540129,    0,     ,
831,19540130,    0,     ,
831,19540131,    0,     ,
831,19540201,    0,     ,
831,19540202,    0,     ,
831,19540203,    0,     ,
831,19540204,    0,     ,
831,19540205,    0,     ,
831,19540206,    0,     ,
831,19540207,    0,     ,
831,19540208,    0,     ,
831,19540209,   86,     ,
831,19540210,    0,     ,
831,19540211,   67,     ,
831,19540212,   12,     ,
831,19540213,    2,     ,
831,19540214,   24,     ,
831,19540215,    0,     ,
831,19540216,    0,     ,
831,19540217,    0,     ,
831,19540218,    0,     ,
831,19540219,   89,     ,
831,19540220,    8,     ,
831,19540221,    2,     ,
831,19540222,    2,     ,
831,19540223,    1,     ,
831,19540224,   23,     ,
831,19540225,    2,     ,
831,19540226,  126,     ,
831,19540227,   27,     ,
831,19540228,    9,     ,
831,19540301,   21,     ,
831,19540302,  121,     ,
831,19540303,  123,     ,
831,19540304,   95,     ,
831,19540305,    6,     ,
831,19540306,   21,     ,
831,19540307,   15,     ,
831,19540308,   21,     ,
831,19540309,   28,     ,
831,19540310,    0,     ,
831,19540311,   10,     ,
831,19540312,    0,     ,
831,19540313,    0,     ,
831,19540314,    0,     ,
831,19540315,    0,     ,
831,19540316,    0,     ,
831,19540317,    0,     ,
831,19540318,    0,     ,
831,19540319,    0,     ,
831,19540320,    0,     ,
831,19540321,    0,     ,
831,19540322,    0,     ,
831,19540323,    0,     ,
831,19540324,   23,     ,
831,19540325,    0,     ,
831,19540326,    0,     ,
831,19540327,   52,     ,
831,19540328,    0,     ,
831,19540329,   32,     ,
831,19540330,    0,     ,
831,19540331,    8,     ,
831,19540401,   50,     ,
831,19540402,   47,     ,
831,19540403,   47,     ,
831,19540404,   21,     ,
831,19540405,   40,     ,
831,19540406,    0,     ,
831,19540407,    0,     ,
831,19540408,    0,     ,
831,19540409,    0,     ,
831,19540410,    0,     ,
831,19540411,    0,     ,
831,19540412,    0,     ,
831,19540413,    0,     ,
831,19540414,    0,     ,
831,19540415,   15,     ,
831,19540416,    7,     ,
831,19540417,   34,     ,
831,19540418,    2,     ,
831,19540419,    3,     ,
831,19540420,    4,     ,
831,19540421,    7,     ,
831,19540422,    0,     ,
831,19540423,    0,     ,
831,19540424,    0,     ,
831,19540425,    0,     ,
831,19540426,    0,     ,
831,19540427,    0,     ,
831,19540428,    0,     ,
831,19540429,    0,     ,
831,19540430,    0,     ,
831,19540501,    0,     ,
831,19540502,    0,     ,
831,19540503,   18,     ,
831,19540504,   21,     ,
831,19540505,    0,     ,
831,19540506,    4,     ,
831,19540507,    1,     ,
831,19540508,    0,     ,
831,19540509,    0,     ,
831,19540510,    0,     ,
831,19540511,    0,     ,
831,19540512,    0,     ,
831,19540513,    4,     ,
831,19540514,    0,     ,
831,19540515,    0,     ,
831,19540516,    0,     ,
831,19540517,    0,     ,
831,19540518,    0,     ,
831,19540519,    0,     ,
831,19540520,    0,     ,
831,19540521,    2,     ,
831,19540522,   13,     ,
831,19540523,   28,     ,
831,19540524,   47,     ,
831,19540525,    0,     ,
831,19540526,    0,     ,
831,19540527,    0,     ,
831,19540528,    0,     ,
831,19540529,  122,     ,
831,19540530,   27,     ,
831,19540531,   53,     ,
831,19540601,  152,     ,
831,19540602,   45,     ,
831,19540603,   70,     ,
831,19540604,   72,     ,
831,19540605,    0,     ,
831,19540606,   33,     ,
831,19540607,    0,     ,
831,19540608,    0,     ,
831,19540609,   53,     ,
831,19540610,    5,     ,
831,19540611,    3,     ,
831,19540612,    4,     ,
831,19540613,   76,     ,
831,19540614,  137,     ,
831,19540615,    2,     ,
831,19540616,    0,     ,
831,19540617,    3,     ,
831,19540618,    0,     ,
831,19540619,    0,     ,
831,19540620,    0,     ,
831,19540621,   28,     ,
831,19540622,   38,     ,
831,19540623,    0,     ,
831,19540624,    0,     ,
831,19540625,    0,     ,
831,19540626,  104,     ,
831,19540627,    7,     ,
831,19540628,    0,     ,
831,19540629,   13,     ,
831,19540630,    0,     ,
831,19540701,    0,     ,
831,19540702,    0,     ,
831,19540703,   19,     ,
831,19540704,    7,     ,
831,19540705,    0,     ,
831,19540706,   63,     ,
831,19540707,   77,     ,
831,19540708,   27,     ,
831,19540709,    0,     ,
831,19540710,    0,     ,
831,19540711,    3,     ,
831,19540712,    0,     ,
831,19540713,    0,     ,
831,19540714,    2,     ,
831,19540715,   73,     ,
831,19540716,   43,     ,
831,19540717,   15,     ,
831,19540718,  363,     ,
831,19540719,   87,     ,
831,19540720,    3,     ,
831,19540721,    0,     ,
831,19540722,    3,     ,
831,19540723,    0,     ,
831,19540724,   14,     ,
831,19540725,    0,     ,
831,19540726,  200,     ,
831,19540727,   80,     ,
831,19540728,    2,     ,
831,19540729,  228,     ,
831,19540730,   37,     ,
831,19540731,   87,     ,
831,19540801,    0,     ,
831,19540802,    0,     ,
831,19540803,    0,     ,
831,19540804,   23,     ,
831,19540805,    0,     ,
831,19540806,    0,     ,
831,19540807,   20,     ,
831,19540808,   14,     ,
831,19540809,   37,     ,
831,19540810,   27,     ,
831,19540811,   40,     ,
831,19540812,    0,     ,
831,19540813,   12,     ,
831,19540814,    0,     ,
831,19540815,  174,     ,
831,19540816,    1,     ,
831,19540817,    3,     ,
831,19540818,   40,     ,
831,19540819,    0,     ,
831,19540820,   13,     ,
831,19540821,    0,     ,
831,19540822,    0,     ,
831,19540823,    2,     ,
831,19540824,  140,     ,
831,19540825,  200,     ,
831,19540826,   35,     ,
831,19540827,    0,     ,
831,19540828,    0,     ,
831,19540829,   94,     ,
831,19540830,    0,     ,
831,19540831,    0,     ,
831,19540901,    0,     ,
831,19540902,    0,     ,
831,19540903,    0,     ,
831,19540904,    0,     ,
831,19540905,  210,     ,
831,19540906,   60,     ,
831,19540907,    1,     ,
831,19540908,    7,     ,
831,19540909,    0,     ,
831,19540910,    2,     ,
831,19540911,    3,     ,
831,19540912,   21,     ,
831,19540913,   18,     ,
831,19540914,   17,     ,
831,19540915,    0,     ,
831,19540916,   18,     ,
831,19540917,   36,     ,
831,19540918,    0,     ,
831,19540919,   30,     ,
831,19540920,    7,     ,
831,19540921,    0,     ,
831,19540922,   98,     ,
831,19540923,   55,     ,
831,19540924,    0,     ,
831,19540925,   70,     ,
831,19540926,   50,     ,
831,19540927,  218,     ,
831,19540928,    0,     ,
831,19540929,   22,     ,
831,19540930,   75,     ,
831,19541001,   70,     ,
831,19541002,    0,     ,
831,19541003,    0,     ,
831,19541004,    6,     ,
831,19541005,   27,     ,
831,19541006,  121,     ,
831,19541007,  115,     ,
831,19541008,    3,     ,
831,19541009,   51,     ,
831,19541010,    0,     ,
831,19541011,    9,     ,
831,19541012,    0,     ,
831,19541013,    0,     ,
831,19541014,    0,     ,
831,19541015,    0,     ,
831,19541016,    0,     ,
831,19541017,    4,     ,
831,19541018,    0,     ,
831,19541019,  138,     ,
831,19541020,   18,     ,
831,19541021,    2,     ,
831,19541022,    0,     ,
831,19541023,   93,     ,
831,19541024,    0,     ,
831,19541025,   60,     ,
831,19541026,   16,     ,
831,19541027,    0,     ,
831,19541028,  105,     ,
831,19541029,    0,     ,
831,19541030,   38,     ,
831,19541031,    0,     ,
831,19541101,    0,     ,
831,19541102,    0,     ,
831,19541103,    0,     ,
831,19541104,    0,     ,
831,19541105,    0,     ,
831,19541106,    0,     ,
831,19541107,  103,     ,
831,19541108,  107,     ,
831,19541109,   12,     ,
831,19541110,    0,     ,
831,19541111,   43,     ,
831,19541112,    2,     ,
831,19541113,   17,     ,
831,19541114,   50,     ,
831,19541115,   50,     ,
831,19541116,    6,     ,
831,19541117,   22,     ,
831,19541118,   29,     ,
831,19541119,    0,     ,
831,19541120,    0,     ,
831,19541121,    0,     ,
831,19541122,    0,     ,
831,19541123,    0,     ,
831,19541124,   57,     ,
831,19541125,   13,     ,
831,19541126,   18,     ,
831,19541127,   18,     ,
831,19541128,   17,     ,
831,19541129,    1,     ,
831,19541130,   10,     ,
831,19541201,    2,     ,
831,19541202,    0,     ,
831,19541203,    0,     ,
831,19541204,    1,     ,
831,19541205,   36,     ,
831,19541206,    8,     ,
831,19541207,    0,     ,
831,19541208,    2,     ,
831,19541209,   66,     ,
831,19541210,    0,     ,
831,19541211,    0,     ,
831,19541212,    5,     ,
831,19541213,   40,     ,
831,19541214,  108,     ,
831,19541215,   20,     ,
831,19541216,    0,     ,
831,19541217,    0,     ,
831,19541218,    0,     ,
831,19541219,    0,     ,
831,19541220,   15,     ,
831,19541221,   12,     ,
831,19541222,   95,     ,
831,19541223,   48,     ,
831,19541224,   87,     ,
831,19541225,   32,     ,
831,19541226,   73,     ,
831,19541227,    1,     ,
831,19541228,    0,     ,
831,19541229,    0,     ,
831,19541230,    0,     ,
831,19541231,    0,     ,
831,19550101,    0,     ,
831,19550102,    0,     ,
831,19550103,    0,     ,
831,19550104,    1,     ,
831,19550105,    2,     ,
831,19550106,    0,     ,
831,19550107,    0,     ,
831,19550108,    0,     ,
831,19550109,    0,     ,
831,19550110,    0,     ,
831,19550111,  105,     ,
831,19550112,   95,     ,
831,19550113,    0,     ,
831,19550114,  150,     ,
831,19550115,   20,     ,
831,19550116,   15,     ,
831,19550117,  223,     ,
831,19550118,   40,     ,
831,19550119,    2,     ,
831,19550120,    0,     ,
831,19550121,    0,     ,
831,19550122,   53,     ,
831,19550123,    1,     ,
831,19550124,    0,     ,
831,19550125,    0,     ,
831,19550126,    0,     ,
831,19550127,    0,     ,
831,19550128,    0,     ,
831,19550129,    0,     ,
831,19550130,    0,     ,
831,19550131,   24,     ,
831,19550201,    9,     ,
