DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
831,19391212,    1,     ,
831,19391213,    0,     ,
831,19391214,    0,     ,
831,19391215,    0,     ,
831,19391216,    0,     ,
831,19391217,    0,     ,
831,19391218,    0,     ,
831,19391219,    0,     ,
831,19391220,    0,     ,
831,19391221,    0,     ,
831,19391222,    0,     ,
831,19391223,    0,     ,
831,19391224,    0,     ,
831,19391225,    0,     ,
831,19391226,    0,     ,
831,19391227,    0,     ,
831,19391228,    0,     ,
831,19391229,   40,     ,
831,19391230,    0,     ,
831,19391231,   34,     ,
831,19400101,    0,     ,
831,19400102,    0,     ,
831,19400103,    0,     ,
831,19400104,    0,     ,
831,19400105,    0,     ,
831,19400106,    0,     ,
831,19400107,    0,     ,
831,19400108,   29,     ,
831,19400109,    0,     ,
831,19400110,    0,     ,
831,19400111,    0,     ,
831,19400112,    0,     ,
831,19400113,    0,     ,
831,19400114,    0,     ,
831,19400115,    0,     ,
831,19400116,    2,     ,
831,19400117,    4,     ,
831,19400118,   68,     ,
831,19400119,   38,     ,
831,19400120,    0,     ,
831,19400121,   12,     ,
831,19400122,    8,     ,
831,19400123,   11,     ,
831,19400124,   13,     ,
831,19400125,    0,     ,
831,19400126,    0,     ,
831,19400127,   80,     ,
831,19400128,    0,     ,
831,19400129,    0,     ,
831,19400130,    0,     ,
831,19400131,   70,     ,
831,19400201,    4,     ,
831,19400202,    0,     ,
831,19400203,    0,     ,
831,19400204,    0,     ,
831,19400205,   14,     ,
831,19400206,    6,     ,
831,19400207,    0,     ,
831,19400208,   55,     ,
831,19400209,    0,     ,
831,19400210,    0,     ,
831,19400211,    0,     ,
831,19400212,    0,     ,
831,19400213,    5,     ,
831,19400214,    9,     ,
831,19400215,   13,     ,
831,19400216,   19,     ,
831,19400217,   21,     ,
831,19400218,    0,     ,
831,19400219,   40,     ,
831,19400220,    0,     ,
831,19400221,    0,     ,
831,19400222,    0,     ,
831,19400223,    0,     ,
831,19400224,   28,     ,
831,19400225,    0,     ,
831,19400226,    0,     ,
831,19400227,    3,     ,
831,19400228,   18,     ,
831,19400229,    0,     ,
831,19400301,    0,     ,
831,19400302,    0,     ,
831,19400303,    0,     ,
831,19400304,    0,     ,
831,19400305,    0,     ,
831,19400306,    0,     ,
831,19400307,   20,     ,
831,19400308,    2,     ,
831,19400309,    0,     ,
831,19400310,    6,     ,
831,19400311,   15,     ,
831,19400312,    0,     ,
831,19400313,   20,     ,
831,19400314,  128,     ,
831,19400315,  140,     ,
831,19400316,    0,     ,
831,19400317,    0,     ,
831,19400318,  225,     ,
831,19400319,   40,     ,
831,19400320,   34,     ,
831,19400321,   20,     ,
831,19400322,   12,     ,
831,19400323,   14,     ,
831,19400324,   13,     ,
831,19400325,    0,     ,
831,19400326,   55,     ,
831,19400327,   23,     ,
831,19400328,   20,     ,
831,19400329,   13,     ,
831,19400330,   26,     ,
831,19400331,    5,     ,
831,19400401,    0,     ,
831,19400402,    0,     ,
831,19400403,   28,     ,
831,19400404,   49,     ,
831,19400405,   52,     ,
831,19400406,   20,     ,
831,19400407,    0,     ,
831,19400408,    6,     ,
831,19400409,    8,     ,
831,19400410,    5,     ,
831,19400411,    4,     ,
831,19400412,    0,     ,
831,19400413,   24,     ,
831,19400414,   19,     ,
831,19400415,   17,     ,
831,19400416,  136,     ,
831,19400417,   30,     ,
831,19400418,    0,     ,
831,19400419,   25,     ,
831,19400420,    0,     ,
831,19400421,    0,     ,
831,19400422,    0,     ,
831,19400423,    0,     ,
831,19400424,    0,     ,
831,19400425,  132,     ,
831,19400426,  144,     ,
831,19400427,    2,     ,
831,19400428,   40,     ,
831,19400429,    0,     ,
831,19400430,    0,     ,
831,19400501,    0,     ,
831,19400502,    0,     ,
831,19400503,   45,     ,
831,19400504,    0,     ,
831,19400505,   15,     ,
831,19400506,    0,     ,
831,19400507,    8,     ,
831,19400508,    0,     ,
831,19400509,    0,     ,
831,19400510,    0,     ,
831,19400511,    0,     ,
831,19400512,    0,     ,
831,19400513,    0,     ,
831,19400514,    0,     ,
831,19400515,    0,     ,
831,19400516,    0,     ,
831,19400517,    0,     ,
831,19400518,    0,     ,
831,19400519,    0,     ,
831,19400520,    0,     ,
831,19400521,    0,     ,
831,19400522,    0,     ,
831,19400523,    6,     ,
831,19400524,    0,     ,
831,19400525,    1,     ,
831,19400526,    0,     ,
831,19400527,   90,     ,
831,19400528,   24,     ,
831,19400529,   60,     ,
831,19400530,    3,     ,
831,19400531,    5,     ,
831,19400601,    0,     ,
831,19400602,   10,     ,
831,19400603,    0,     ,
831,19400604,    0,     ,
831,19400605,    0,     ,
831,19400606,    0,     ,
831,19400607,    0,     ,
831,19400608,    0,     ,
831,19400609,    0,     ,
831,19400610,    0,     ,
831,19400611,    4,     ,
831,19400612,    0,     ,
831,19400613,  170,     ,
831,19400614,  205,     ,
831,19400615,   44,     ,
831,19400616,    4,     ,
831,19400617,    0,     ,
831,19400618,    0,     ,
831,19400619,    0,     ,
831,19400620,    0,     ,
831,19400621,    0,     ,
831,19400622,    0,     ,
831,19400623,    2,     ,
831,19400624,   10,     ,
831,19400625,    0,     ,
831,19400626,    0,     ,
831,19400627,   51,     ,
831,19400628,    7,     ,
831,19400629,    0,     ,
831,19400630,    0,     ,
831,19400701,    0,     ,
831,19400702,    0,     ,
831,19400703,    0,     ,
831,19400704,    7,     ,
831,19400705,    3,     ,
831,19400706,   21,     ,
831,19400707,  220,     ,
831,19400708,   52,     ,
831,19400709,   21,     ,
831,19400710,    0,     ,
831,19400711,    0,     ,
831,19400712,    0,     ,
831,19400713,    1,     ,
831,19400714,   22,     ,
831,19400715,   50,     ,
831,19400716,   75,     ,
831,19400717,    2,     ,
831,19400718,   25,     ,
831,19400719,    0,     ,
831,19400720,   30,     ,
831,19400721,    0,     ,
831,19400722,   62,     ,
831,19400723,    0,     ,
831,19400724,    9,     ,
831,19400725,  100,     ,
831,19400726,   65,     ,
831,19400727,   86,     ,
831,19400728,  157,     ,
831,19400729,    0,     ,
831,19400730,    0,     ,
831,19400731,    3,     ,
831,19400801,    0,     ,
831,19400802,    0,     ,
831,19400803,    1,     ,
831,19400804,    0,     ,
831,19400805,    0,     ,
831,19400806,    0,     ,
831,19400807,    0,     ,
831,19400808,    5,     ,
831,19400809,    0,     ,
831,19400810,    0,     ,
831,19400811,    0,     ,
831,19400812,    2,     ,
831,19400813,    0,     ,
831,19400814,   20,     ,
831,19400815,   16,     ,
831,19400816,    0,     ,
831,19400817,    0,     ,
831,19400818,    0,     ,
831,19400819,    9,     ,
831,19400820,    6,     ,
831,19400821,   76,     ,
831,19400822,  273,     ,
831,19400823,   69,     ,
831,19400824,   93,     ,
831,19400825,    3,     ,
831,19400826,    0,     ,
831,19400827,    0,     ,
831,19400828,    0,     ,
831,19400829,    0,     ,
831,19400830,   13,     ,
831,19400831,    0,     ,
831,19400901,    0,     ,
831,19400902,    0,     ,
831,19400903,    0,     ,
831,19400904,    0,     ,
831,19400905,    0,     ,
831,19400906,    0,     ,
831,19400907,    0,     ,
831,19400908,    0,     ,
831,19400909,   61,     ,
831,19400910,    0,     ,
831,19400911,    0,     ,
831,19400912,    1,     ,
831,19400913,    0,     ,
831,19400914,  325,     ,
831,19400915,   60,     ,
831,19400916,   42,     ,
831,19400917,    2,     ,
831,19400918,    0,     ,
831,19400919,    0,     ,
831,19400920,   20,     ,
831,19400921,   41,     ,
831,19400922,   10,     ,
831,19400923,    8,     ,
831,19400924,    5,     ,
831,19400925,    0,     ,
831,19400926,    0,     ,
831,19400927,    0,     ,
831,19400928,   12,     ,
831,19400929,    2,     ,
831,19400930,    0,     ,
831,19401001,    0,     ,
831,19401002,    1,     ,
831,19401003,    1,     ,
831,19401004,    0,     ,
831,19401005,   21,     ,
831,19401006,   32,     ,
831,19401007,  141,     ,
831,19401008,    1,     ,
831,19401009,    0,     ,
831,19401010,   40,     ,
831,19401011,    0,     ,
831,19401012,    0,     ,
831,19401013,    0,     ,
831,19401014,    0,     ,
831,19401015,    0,     ,
831,19401016,    0,     ,
831,19401017,   42,     ,
831,19401018,    2,     ,
831,19401019,    0,     ,
831,19401020,    0,     ,
831,19401021,    0,     ,
831,19401022,    0,     ,
831,19401023,    0,     ,
831,19401024,    0,     ,
831,19401025,    0,     ,
831,19401026,    0,     ,
831,19401027,    0,     ,
831,19401028,    0,     ,
831,19401029,    0,     ,
831,19401030,    0,     ,
831,19401031,    9,     ,
831,19401101,   90,     ,
831,19401102,    0,     ,
831,19401103,  110,     ,
831,19401104,  697,     ,
831,19401105,  137,     ,
831,19401106,   73,     ,
831,19401107,  172,     ,
831,19401108,    2,     ,
831,19401109,    0,     ,
831,19401110,    2,     ,
831,19401111,   21,     ,
831,19401112,  215,     ,
831,19401113,  122,     ,
831,19401114,   82,     ,
831,19401115,   10,     ,
831,19401116,    1,     ,
831,19401117,    2,     ,
831,19401118,   52,     ,
831,19401119,   40,     ,
831,19401120,   45,     ,
831,19401121,   50,     ,
831,19401122,    8,     ,
831,19401123,   19,     ,
831,19401124,    1,     ,
831,19401125,   11,     ,
831,19401126,    0,     ,
831,19401127,    0,     ,
831,19401128,   46,     ,
831,19401129,   30,     ,
831,19401130,    0,     ,
831,19401201,    0,     ,
831,19401202,    0,     ,
831,19401203,    2,     ,
831,19401204,    7,     ,
831,19401205,   61,     ,
831,19401206,   78,     ,
831,19401207,   20,     ,
831,19401208,   82,     ,
831,19401209,    6,     ,
831,19401210,   98,     ,
831,19401211,   84,     ,
831,19401212,    8,     ,
831,19401213,    1,     ,
831,19401214,    0,     ,
831,19401215,    0,     ,
831,19401216,    0,     ,
831,19401217,    2,     ,
831,19401218,   37,     ,
831,19401219,    2,     ,
831,19401220,  135,     ,
831,19401221,    0,     ,
831,19401222,    0,     ,
831,19401223,    0,     ,
831,19401224,    0,     ,
831,19401225,    0,     ,
831,19401226,    2,     ,
831,19401227,   31,     ,
831,19401228,   16,     ,
831,19401229,    0,     ,
831,19401230,   91,     ,
831,19401231,  152,     ,
831,19410101,    2,     ,
831,19410102,    0,     ,
831,19410103,    0,     ,
831,19410104,    0,     ,
831,19410105,    0,     ,
831,19410106,    0,     ,
831,19410107,    1,     ,
831,19410108,    0,     ,
831,19410109,    0,     ,
831,19410110,    0,     ,
831,19410111,    0,     ,
831,19410112,    0,     ,
831,19410113,    0,     ,
831,19410114,    0,     ,
831,19410115,    0,     ,
831,19410116,    8,     ,
831,19410117,   19,     ,
831,19410118,    9,     ,
831,19410119,   10,     ,
831,19410120,    0,     ,
831,19410121,    4,     ,
831,19410122,   63,     ,
831,19410123,   31,     ,
831,19410124,  121,     ,
831,19410125,   29,     ,
831,19410126,    0,     ,
831,19410127,    3,     ,
831,19410128,    3,     ,
831,19410129,    0,     ,
831,19410130,    0,     ,
831,19410131,    0,     ,
831,19410201,   35,     ,
831,19410202,   76,     ,
831,19410203,    0,     ,
831,19410204,    0,     ,
831,19410205,    0,     ,
831,19410206,    0,     ,
831,19410207,    0,     ,
831,19410208,    0,     ,
831,19410209,    0,     ,
831,19410210,    1,     ,
831,19410211,    9,     ,
831,19410212,    0,     ,
831,19410213,   55,     ,
831,19410214,    8,     ,
831,19410215,    0,     ,
831,19410216,    0,     ,
831,19410217,   29,     ,
831,19410218,    0,     ,
831,19410219,   36,     ,
831,19410220,   13,     ,
831,19410221,    0,     ,
831,19410222,    0,     ,
831,19410223,    0,     ,
831,19410224,   30,     ,
831,19410225,    2,     ,
831,19410226,    5,     ,
831,19410227,    0,     ,
831,19410228,  105,     ,
831,19410301,   84,     ,
831,19410302,    0,     ,
831,19410303,  158,     ,
831,19410304,   27,     ,
831,19410305,   71,     ,
831,19410306,    0,     ,
831,19410307,   21,     ,
831,19410308,    0,     ,
831,19410309,   95,     ,
831,19410310,   13,     ,
831,19410311,    0,     ,
831,19410312,    0,     ,
831,19410313,    0,     ,
831,19410314,    0,     ,
831,19410315,    0,     ,
831,19410316,    0,     ,
831,19410317,    0,     ,
831,19410318,    0,     ,
831,19410319,    0,     ,
831,19410320,    0,     ,
831,19410321,    0,     ,
831,19410322,   33,     ,
831,19410323,   65,     ,
831,19410324,    6,     ,
831,19410325,   24,     ,
831,19410326,  264,     ,
831,19410327,  130,     ,
831,19410328,   12,     ,
831,19410329,  120,     ,
831,19410330,   34,     ,
831,19410331,    0,     ,
831,19410401,    0,     ,
831,19410402,   21,     ,
831,19410403,   31,     ,
831,19410404,    0,     ,
831,19410405,    0,     ,
831,19410406,    0,     ,
831,19410407,    0,     ,
831,19410408,    0,     ,
831,19410409,    0,     ,
831,19410410,    0,     ,
831,19410411,    0,     ,
831,19410412,   21,     ,
831,19410413,   12,     ,
831,19410414,    0,     ,
831,19410415,    0,     ,
831,19410416,    0,     ,
831,19410417,    0,     ,
831,19410418,   38,     ,
831,19410419,   24,     ,
831,19410420,   17,     ,
831,19410421,    1,     ,
831,19410422,   21,     ,
831,19410423,    0,     ,
831,19410424,    0,     ,
831,19410425,    0,     ,
831,19410426,    0,     ,
831,19410427,    0,     ,
831,19410428,    0,     ,
831,19410429,    0,     ,
831,19410430,    0,     ,
831,19410501,   40,     ,
831,19410502,    9,     ,
831,19410503,    0,     ,
831,19410504,    0,     ,
831,19410505,    0,     ,
831,19410506,    0,     ,
831,19410507,    0,     ,
831,19410508,    0,     ,
831,19410509,    0,     ,
831,19410510,    0,     ,
831,19410511,    0,     ,
831,19410512,    0,     ,
831,19410513,    0,     ,
831,19410514,    0,     ,
831,19410515,   11,     ,
831,19410516,    0,     ,
831,19410517,    0,     ,
831,19410518,    0,     ,
831,19410519,   95,     ,
831,19410520,    0,     ,
831,19410521,    0,     ,
831,19410522,   10,     ,
831,19410523,   22,     ,
831,19410524,   57,     ,
831,19410525,   29,     ,
831,19410526,   30,     ,
831,19410527,   18,     ,
831,19410528,    0,     ,
831,19410529,    0,     ,
831,19410530,   65,     ,
831,19410531,  165,     ,
831,19410601,    0,     ,
831,19410602,    0,     ,
831,19410603,    0,     ,
831,19410604,    1,     ,
831,19410605,    0,     ,
831,19410606,  321,     ,
831,19410607,   92,     ,
831,19410608,   50,     ,
831,19410609,  128,     ,
831,19410610,   12,     ,
831,19410611,   32,     ,
831,19410612,    0,     ,
831,19410613,    0,     ,
831,19410614,    0,     ,
831,19410615,    8,     ,
831,19410616,    1,     ,
831,19410617,    0,     ,
831,19410618,    0,     ,
831,19410619,    0,     ,
831,19410620,    0,     ,
831,19410621,    0,     ,
831,19410622,    0,     ,
831,19410623,    0,     ,
831,19410624,    0,     ,
831,19410625,    0,     ,
831,19410626,  420,     ,
831,19410627,   40,     ,
831,19410628,    0,     ,
831,19410629,    0,     ,
831,19410630,    0,     ,
831,19410701,    0,     ,
831,19410702,    0,     ,
831,19410703,    0,     ,
831,19410704,    0,     ,
831,19410705,    6,     ,
831,19410706,    0,     ,
831,19410707,    0,     ,
831,19410708,    0,     ,
831,19410709,    0,     ,
831,19410710,    0,     ,
831,19410711,    0,     ,
831,19410712,    0,     ,
831,19410713,    1,     ,
831,19410714,    0,     ,
831,19410715,    0,     ,
831,19410716,    0,     ,
831,19410717,  140,     ,
831,19410718,    0,     ,
831,19410719,    0,     ,
831,19410720,   63,     ,
831,19410721,   23,     ,
831,19410722,    0,     ,
831,19410723,    0,     ,
831,19410724,    0,     ,
831,19410725,    0,     ,
831,19410726,    0,     ,
831,19410727,   27,     ,
831,19410728,   26,     ,
831,19410729,   18,     ,
831,19410730,   62,     ,
831,19410731,   52,     ,
831,19410801,   53,     ,
831,19410802,   65,     ,
831,19410803,    4,     ,
831,19410804,    0,     ,
831,19410805,   75,     ,
831,19410806,  154,     ,
831,19410807,   63,     ,
831,19410808,    3,     ,
831,19410809,    0,     ,
831,19410810,  100,     ,
831,19410811,   50,     ,
831,19410812,   88,     ,
831,19410813,   15,     ,
831,19410814,  155,     ,
831,19410815,   22,     ,
831,19410816,    2,     ,
831,19410817,   37,     ,
831,19410818,   53,     ,
831,19410819,   12,     ,
831,19410820,   13,     ,
831,19410821,   19,     ,
831,19410822,    1,     ,
831,19410823,    2,     ,
831,19410824,   54,     ,
831,19410825,    3,     ,
831,19410826,   27,     ,
831,19410827,    7,     ,
831,19410828,    2,     ,
831,19410829,   12,     ,
831,19410830,   42,     ,
831,19410831,  174,     ,
831,19410901,    0,     ,
831,19410902,    0,     ,
831,19410903,    0,     ,
831,19410904,    0,     ,
831,19410905,    0,     ,
831,19410906,    0,     ,
831,19410907,    0,     ,
831,19410908,    0,     ,
831,19410909,    0,     ,
831,19410910,    0,     ,
831,19410911,    5,     ,
831,19410912,    5,     ,
831,19410913,    5,     ,
831,19410914,    4,     ,
831,19410915,  133,     ,
831,19410916,    0,     ,
831,19410917,    0,     ,
831,19410918,    0,     ,
831,19410919,    0,     ,
831,19410920,    0,     ,
831,19410921,    0,     ,
831,19410922,    1,     ,
831,19410923,    1,     ,
831,19410924,    0,     ,
831,19410925,    0,     ,
831,19410926,    0,     ,
831,19410927,    0,     ,
831,19410928,    0,     ,
831,19410929,    0,     ,
831,19410930,    0,     ,
831,19411001,   63,     ,
831,19411002,    0,     ,
831,19411003,    0,     ,
831,19411004,    0,     ,
831,19411005,    0,     ,
831,19411006,    0,     ,
831,19411007,    0,     ,
831,19411008,    0,     ,
831,19411009,    0,     ,
831,19411010,  149,     ,
831,19411011,   90,     ,
831,19411012,   21,     ,
831,19411013,    0,     ,
831,19411014,    0,     ,
831,19411015,  110,     ,
831,19411016,   30,     ,
831,19411017,   29,     ,
831,19411018,   25,     ,
831,19411019,   24,     ,
831,19411020,    5,     ,
831,19411021,    0,     ,
831,19411022,   25,     ,
831,19411023,   32,     ,
831,19411024,   22,     ,
831,19411025,    0,     ,
831,19411026,   62,     ,
831,19411027,   49,     ,
831,19411028,   88,     ,
831,19411029,  126,     ,
831,19411030,   95,     ,
831,19411031,   92,     ,
831,19411101,   30,     ,
831,19411102,   12,     ,
831,19411103,    0,     ,
831,19411104,   30,     ,
831,19411105,    0,     ,
831,19411106,    3,     ,
831,19411107,   84,     ,
831,19411108,   11,     ,
831,19411109,   13,     ,
831,19411110,    0,     ,
831,19411111,   29,     ,
831,19411112,   10,     ,
831,19411113,    1,     ,
831,19411114,   11,     ,
831,19411115,    0,     ,
831,19411116,    0,     ,
831,19411117,   18,     ,
831,19411118,   12,     ,
831,19411119,   16,     ,
831,19411120,    9,     ,
831,19411121,    0,     ,
831,19411122,    0,     ,
831,19411123,    0,     ,
831,19411124,    0,     ,
831,19411125,    5,     ,
831,19411126,    8,     ,
831,19411127,    1,     ,
831,19411128,    0,     ,
831,19411129,    2,     ,
831,19411130,    0,     ,
831,19411201,    0,     ,
831,19411202,    0,     ,
831,19411203,    0,     ,
831,19411204,    1,     ,
831,19411205,    0,     ,
831,19411206,    0,     ,
831,19411207,  195,     ,
831,19411208,    7,     ,
831,19411209,   58,     ,
831,19411210,   28,     ,
831,19411211,   12,     ,
831,19411212,   58,     ,
831,19411213,    0,     ,
831,19411214,   49,     ,
831,19411215,   93,     ,
831,19411216,   28,     ,
831,19411217,   17,     ,
831,19411218,   21,     ,
831,19411219,    4,     ,
831,19411220,    0,     ,
831,19411221,    0,     ,
831,19411222,    0,     ,
831,19411223,    6,     ,
831,19411224,    8,     ,
831,19411225,   21,     ,
831,19411226,   38,     ,
831,19411227,   86,     ,
831,19411228,    7,     ,
831,19411229,    0,     ,
831,19411230,    1,     ,
831,19411231,    3,     ,
831,19420101,    0,     ,
831,19420102,    0,     ,
831,19420103,    2,     ,
831,19420104,    1,     ,
831,19420105,   49,     ,
831,19420106,    0,     ,
831,19420107,    0,     ,
831,19420108,    3,     ,
831,19420109,    9,     ,
831,19420110,    0,     ,
831,19420111,    0,     ,
831,19420112,    0,     ,
831,19420113,    0,     ,
831,19420114,    0,     ,
831,19420115,    0,     ,
831,19420116,    0,     ,
831,19420117,    0,     ,
831,19420118,    0,     ,
831,19420119,    0,     ,
831,19420120,    0,     ,
831,19420121,    0,     ,
831,19420122,    0,     ,
831,19420123,    0,     ,
831,19420124,  205,     ,
831,19420125,   50,     ,
831,19420126,   42,     ,
831,19420127,   89,     ,
831,19420128,   16,     ,
831,19420129,    8,     ,
831,19420130,    3,     ,
831,19420131,   42,     ,
831,19420201,    0,     ,
831,19420202,    0,     ,
831,19420203,    0,     ,
831,19420204,   43,     ,
831,19420205,    9,     ,
831,19420206,    1,     ,
831,19420207,   32,     ,
831,19420208,    0,     ,
831,19420209,    0,     ,
831,19420210,    0,     ,
831,19420211,   10,     ,
831,19420212,   13,     ,
831,19420213,    0,     ,
831,19420214,   32,     ,
831,19420215,    0,     ,
831,19420216,    0,     ,
831,19420217,    0,     ,
831,19420218,    0,     ,
831,19420219,    0,     ,
831,19420220,    0,     ,
831,19420221,    0,     ,
831,19420222,    0,     ,
831,19420223,    0,     ,
831,19420224,    0,     ,
831,19420225,   29,     ,
831,19420226,    0,     ,
831,19420227,    0,     ,
831,19420228,    0,     ,
831,19420301,    0,     ,
831,19420302,    0,     ,
831,19420303,    0,     ,
831,19420304,    0,     ,
831,19420305,   65,     ,
831,19420306,    0,     ,
831,19420307,   95,     ,
831,19420308,    0,     ,
831,19420309,    0,     ,
831,19420310,    0,     ,
831,19420311,    0,     ,
831,19420312,    0,     ,
831,19420313,    0,     ,
831,19420314,    0,     ,
831,19420315,    0,     ,
831,19420316,    0,     ,
831,19420317,    0,     ,
831,19420318,   80,     ,
831,19420319,   38,     ,
831,19420320,   34,     ,
831,19420321,    0,     ,
831,19420322,    0,     ,
831,19420323,    0,     ,
831,19420324,    0,     ,
831,19420325,    0,     ,
831,19420326,    0,     ,
831,19420327,    0,     ,
831,19420328,    0,     ,
831,19420329,    0,     ,
831,19420330,   13,     ,
831,19420331,    0,     ,
831,19420401,  121,     ,
831,19420402,   19,     ,
831,19420403,    3,     ,
831,19420404,    0,     ,
831,19420405,   15,     ,
831,19420406,   53,     ,
831,19420407,    0,     ,
831,19420408,    6,     ,
831,19420409,   18,     ,
831,19420410,   32,     ,
831,19420411,    2,     ,
831,19420412,    0,     ,
831,19420413,    0,     ,
831,19420414,    0,     ,
831,19420415,    0,     ,
831,19420416,    0,     ,
831,19420417,    0,     ,
831,19420418,    0,     ,
831,19420419,    0,     ,
831,19420420,    7,     ,
831,19420421,    0,     ,
831,19420422,    0,     ,
831,19420423,    0,     ,
831,19420424,    0,     ,
831,19420425,    0,     ,
831,19420426,    0,     ,
831,19420427,    0,     ,
831,19420428,    0,     ,
831,19420429,    0,     ,
831,19420430,    0,     ,
831,19420501,    0,     ,
831,19420502,    8,     ,
831,19420503,    3,     ,
831,19420504,    0,     ,
831,19420505,    0,     ,
831,19420506,    0,     ,
831,19420507,    0,     ,
831,19420508,    0,     ,
831,19420509,    0,     ,
831,19420510,    0,     ,
831,19420511,   65,     ,
831,19420512,   77,     ,
831,19420513,    4,     ,
831,19420514,   25,     ,
831,19420515,    0,     ,
831,19420516,    0,     ,
831,19420517,   75,     ,
831,19420518,    0,     ,
831,19420519,   25,     ,
831,19420520,    0,     ,
831,19420521,   54,     ,
831,19420522,    0,     ,
831,19420523,    0,     ,
831,19420524,   50,     ,
831,19420525,   55,     ,
831,19420526,    3,     ,
831,19420527,  110,     ,
831,19420528,   28,     ,
831,19420529,    1,     ,
831,19420530,    7,     ,
831,19420531,   30,     ,
831,19420601,  160,     ,
831,19420602,    0,     ,
831,19420603,    0,     ,
831,19420604,    0,     ,
831,19420605,    0,     ,
831,19420606,    0,     ,
831,19420607,    0,     ,
831,19420608,   22,     ,
831,19420609,    0,     ,
831,19420610,    0,     ,
831,19420611,    0,     ,
831,19420612,    0,     ,
831,19420613,  152,     ,
831,19420614,  104,     ,
831,19420615,   42,     ,
831,19420616,   45,     ,
831,19420617,   50,     ,
831,19420618,   57,     ,
831,19420619,    0,     ,
831,19420620,    0,     ,
831,19420621,    0,     ,
831,19420622,    0,     ,
831,19420623,    0,     ,
831,19420624,    0,     ,
831,19420625,    4,     ,
831,19420626,    0,     ,
831,19420627,    0,     ,
831,19420628,    0,     ,
831,19420629,    0,     ,
831,19420630,    0,     ,
831,19420701,  121,     ,
831,19420702,    0,     ,
831,19420703,    0,     ,
831,19420704,    0,     ,
831,19420705,    0,     ,
831,19420706,   38,     ,
831,19420707,   32,     ,
831,19420708,   21,     ,
831,19420709,    0,     ,
831,19420710,    6,     ,
831,19420711,  129,     ,
831,19420712,   43,     ,
831,19420713,    1,     ,
831,19420714,   18,     ,
831,19420715,   82,     ,
831,19420716,    3,     ,
831,19420717,   19,     ,
831,19420718,  133,     ,
831,19420719,  170,     ,
831,19420720,   43,     ,
831,19420721,   20,     ,
831,19420722,   11,     ,
831,19420723,  134,     ,
831,19420724,   59,     ,
831,19420725,    0,     ,
831,19420726,    0,     ,
831,19420727,    3,     ,
831,19420728,  110,     ,
831,19420729,    0,     ,
831,19420730,   11,     ,
831,19420731,    0,     ,
831,19420801,    0,     ,
831,19420802,    0,     ,
831,19420803,   47,     ,
831,19420804,   34,     ,
831,19420805,   70,     ,
831,19420806,    0,     ,
831,19420807,    0,     ,
831,19420808,    0,     ,
831,19420809,    0,     ,
831,19420810,    7,     ,
831,19420811,   42,     ,
831,19420812,    0,     ,
831,19420813,   33,     ,
831,19420814,    1,     ,
831,19420815,    0,     ,
831,19420816,    0,     ,
831,19420817,   32,     ,
831,19420818,    0,     ,
831,19420819,    0,     ,
831,19420820,  170,     ,
831,19420821,   30,     ,
831,19420822,    1,     ,
831,19420823,   49,     ,
831,19420824,   19,     ,
831,19420825,    0,     ,
831,19420826,    0,     ,
831,19420827,    0,     ,
831,19420828,    0,     ,
831,19420829,    0,     ,
831,19420830,    0,     ,
831,19420831,   11,     ,
831,19420901,   77,     ,
831,19420902,  160,     ,
831,19420903,    5,     ,
831,19420904,    0,     ,
831,19420905,    3,     ,
831,19420906,    0,     ,
831,19420907,    0,     ,
831,19420908,    0,     ,
831,19420909,    0,     ,
831,19420910,    0,     ,
831,19420911,    0,     ,
831,19420912,    0,     ,
831,19420913,    2,     ,
831,19420914,    0,     ,
831,19420915,   21,     ,
831,19420916,   42,     ,
831,19420917,    0,     ,
831,19420918,   40,     ,
831,19420919,    0,     ,
831,19420920,    0,     ,
831,19420921,  105,     ,
831,19420922,    7,     ,
831,19420923,   61,     ,
831,19420924,   73,     ,
831,19420925,    8,     ,
831,19420926,    0,     ,
831,19420927,    0,     ,
831,19420928,   71,     ,
831,19420929,    0,     ,
831,19420930,    4,     ,
831,19421001,    0,     ,
831,19421002,    5,     ,
831,19421003,    0,     ,
831,19421004,    2,     ,
831,19421005,    0,     ,
831,19421006,    0,     ,
831,19421007,    0,     ,
831,19421008,    3,     ,
831,19421009,   74,     ,
